ID,Food Item,Category,Storage Type,Dietary Notes
2306,"Grape Juice, family-size bottle",Beverages,Shelf-stable,Varies by item
2307,"Grape Juice, powdered packets",Beverages,Shelf-stable,Varies by item
2308,"Grape Juice, no-sugar-added",Beverages,Shelf-stable,Varies by item
2309,"Cranberry Juice, single bottle",Beverages,Shelf-stable,Varies by item
2310,"Cranberry Juice, multi-pack",Beverages,Shelf-stable,Varies by item
2311,"Cranberry Juice, family-size bottle",Beverages,Shelf-stable,Varies by item
2312,"Cranberry Juice, powdered packets",Beverages,Shelf-stable,Varies by item
2313,"Cranberry Juice, no-sugar-added",Beverages,Shelf-stable,Varies by item
2314,"Pineapple Juice, single bottle",Beverages,Shelf-stable,Varies by item
2315,"Pineapple Juice, multi-pack",Beverages,Shelf-stable,Varies by item
2316,"Pineapple Juice, family-size bottle",Beverages,Shelf-stable,Varies by item
2317,"Pineapple Juice, powdered packets",Beverages,Shelf-stable,Varies by item
2318,"Pineapple Juice, no-sugar-added",Beverages,Shelf-stable,Varies by item
2319,"Tomato Juice, single bottle",Beverages,Shelf-stable,Varies by item
2320,"Tomato Juice, multi-pack",Beverages,Shelf-stable,Varies by item
2321,"Tomato Juice, family-size bottle",Beverages,Shelf-stable,Varies by item
2322,"Tomato Juice, powdered packets",Beverages,Shelf-stable,Varies by item
2323,"Tomato Juice, no-sugar-added",Beverages,Shelf-stable,Varies by item
2324,"Vegetable Juice, single bottle",Beverages,Shelf-stable,Varies by item
2325,"Vegetable Juice, multi-pack",Beverages,Shelf-stable,Varies by item
2326,"Vegetable Juice, family-size bottle",Beverages,Shelf-stable,Varies by item
2327,"Vegetable Juice, powdered packets",Beverages,Shelf-stable,Varies by item
2328,"Vegetable Juice, no-sugar-added",Beverages,Shelf-stable,Varies by item
2329,"Fruit Punch, single bottle",Beverages,Shelf-stable,Varies by item
2330,"Fruit Punch, multi-pack",Beverages,Shelf-stable,Varies by item
2331,"Fruit Punch, family-size bottle",Beverages,Shelf-stable,Varies by item
2332,"Fruit Punch, powdered packets",Beverages,Shelf-stable,Varies by item
2333,"Fruit Punch, no-sugar-added",Beverages,Shelf-stable,Varies by item
2334,"Lemonade, single bottle",Beverages,Shelf-stable,Varies by item
2335,"Lemonade, multi-pack",Beverages,Shelf-stable,Varies by item
2336,"Lemonade, family-size bottle",Beverages,Shelf-stable,Varies by item
2337,"Lemonade, powdered packets",Beverages,Shelf-stable,Varies by item
2338,"Lemonade, no-sugar-added",Beverages,Shelf-stable,Varies by item
2339,"Coconut Water, single bottle",Beverages,Shelf-stable,Varies by item
2340,"Coconut Water, multi-pack",Beverages,Shelf-stable,Varies by item
2341,"Coconut Water, family-size bottle",Beverages,Shelf-stable,Varies by item
2342,"Coconut Water, powdered packets",Beverages,Shelf-stable,Varies by item
2343,"Coconut Water, no-sugar-added",Beverages,Shelf-stable,Varies by item
2344,"Bottled Water, single bottle",Beverages,Shelf-stable,Varies by item
2345,"Bottled Water, multi-pack",Beverages,Shelf-stable,Varies by item
2346,"Bottled Water, family-size bottle",Beverages,Shelf-stable,Varies by item
2347,"Bottled Water, powdered packets",Beverages,Shelf-stable,Varies by item
2348,"Bottled Water, no-sugar-added",Beverages,Shelf-stable,Varies by item
2349,"Sparkling Water, single bottle",Beverages,Shelf-stable,Varies by item
2350,"Sparkling Water, multi-pack",Beverages,Shelf-stable,Varies by item
2351,"Sparkling Water, family-size bottle",Beverages,Shelf-stable,Varies by item
2352,"Sparkling Water, powdered packets",Beverages,Shelf-stable,Varies by item
2353,"Sparkling Water, no-sugar-added",Beverages,Shelf-stable,Varies by item
2354,"Black Tea, single bottle",Beverages,Shelf-stable,Varies by item
2355,"Black Tea, multi-pack",Beverages,Shelf-stable,Varies by item
2356,"Black Tea, family-size bottle",Beverages,Shelf-stable,Varies by item
2357,"Black Tea, powdered packets",Beverages,Shelf-stable,Varies by item
2358,"Black Tea, no-sugar-added",Beverages,Shelf-stable,Varies by item
2359,"Green Tea, single bottle",Beverages,Shelf-stable,Varies by item
2360,"Green Tea, multi-pack",Beverages,Shelf-stable,Varies by item
2361,"Green Tea, family-size bottle",Beverages,Shelf-stable,Varies by item
2362,"Green Tea, powdered packets",Beverages,Shelf-stable,Varies by item
2363,"Green Tea, no-sugar-added",Beverages,Shelf-stable,Varies by item
2364,"Herbal Tea, single bottle",Beverages,Shelf-stable,Varies by item
2365,"Herbal Tea, multi-pack",Beverages,Shelf-stable,Varies by item
2366,"Herbal Tea, family-size bottle",Beverages,Shelf-stable,Varies by item
2367,"Herbal Tea, powdered packets",Beverages,Shelf-stable,Varies by item
2368,"Herbal Tea, no-sugar-added",Beverages,Shelf-stable,Varies by item
2369,"Chai Tea, single bottle",Beverages,Shelf-stable,Varies by item
2370,"Chai Tea, multi-pack",Beverages,Shelf-stable,Varies by item
2371,"Chai Tea, family-size bottle",Beverages,Shelf-stable,Varies by item
2372,"Chai Tea, powdered packets",Beverages,Shelf-stable,Varies by item
2373,"Chai Tea, no-sugar-added",Beverages,Shelf-stable,Varies by item
2374,"Instant Coffee, single bottle",Beverages,Shelf-stable,Varies by item
2375,"Instant Coffee, multi-pack",Beverages,Shelf-stable,Varies by item
2376,"Instant Coffee, family-size bottle",Beverages,Shelf-stable,Varies by item
2377,"Instant Coffee, powdered packets",Beverages,Shelf-stable,Varies by item
2378,"Instant Coffee, no-sugar-added",Beverages,Shelf-stable,Varies by item
2379,"Ground Coffee, single bottle",Beverages,Shelf-stable,Varies by item
2380,"Ground Coffee, multi-pack",Beverages,Shelf-stable,Varies by item
2381,"Ground Coffee, family-size bottle",Beverages,Shelf-stable,Varies by item
2382,"Ground Coffee, powdered packets",Beverages,Shelf-stable,Varies by item
2383,"Ground Coffee, no-sugar-added",Beverages,Shelf-stable,Varies by item
2384,"Hot Cocoa Mix, single bottle",Beverages,Shelf-stable,Varies by item
2385,"Hot Cocoa Mix, multi-pack",Beverages,Shelf-stable,Varies by item
2386,"Hot Cocoa Mix, family-size bottle",Beverages,Shelf-stable,Varies by item
2387,"Hot Cocoa Mix, powdered packets",Beverages,Shelf-stable,Varies by item
2388,"Hot Cocoa Mix, no-sugar-added",Beverages,Shelf-stable,Varies by item
2389,"Powdered Drink Mix, single bottle",Beverages,Shelf-stable,Varies by item
2390,"Powdered Drink Mix, multi-pack",Beverages,Shelf-stable,Varies by item
2391,"Powdered Drink Mix, family-size bottle",Beverages,Shelf-stable,Varies by item
2392,"Powdered Drink Mix, powdered packets",Beverages,Shelf-stable,Varies by item
2393,"Powdered Drink Mix, no-sugar-added",Beverages,Shelf-stable,Varies by item
2394,"Electrolyte Drink, single bottle",Beverages,Shelf-stable,Varies by item
2395,"Electrolyte Drink, multi-pack",Beverages,Shelf-stable,Varies by item
2396,"Electrolyte Drink, family-size bottle",Beverages,Shelf-stable,Varies by item
2397,"Electrolyte Drink, powdered packets",Beverages,Shelf-stable,Varies by item
2398,"Electrolyte Drink, no-sugar-added",Beverages,Shelf-stable,Varies by item
2399,"Shelf-Stable Smoothie, single bottle",Beverages,Shelf-stable,Varies by item
2400,"Shelf-Stable Smoothie, multi-pack",Beverages,Shelf-stable,Varies by item
2401,"Shelf-Stable Smoothie, family-size bottle",Beverages,Shelf-stable,Varies by item
2402,"Shelf-Stable Smoothie, powdered packets",Beverages,Shelf-stable,Varies by item
2403,"Shelf-Stable Smoothie, no-sugar-added",Beverages,Shelf-stable,Varies by item
2404,"Protein Shake, single bottle",Beverages,Shelf-stable,Varies by item
2405,"Protein Shake, multi-pack",Beverages,Shelf-stable,Varies by item
2406,"Protein Shake, family-size bottle",Beverages,Shelf-stable,Varies by item
2407,"Protein Shake, powdered packets",Beverages,Shelf-stable,Varies by item
2408,"Protein Shake, no-sugar-added",Beverages,Shelf-stable,Varies by item
2409,"Meal Replacement Drink, single bottle",Beverages,Shelf-stable,Varies by item
2410,"Meal Replacement Drink, multi-pack",Beverages,Shelf-stable,Varies by item
2411,"Meal Replacement Drink, family-size bottle",Beverages,Shelf-stable,Varies by item
2412,"Meal Replacement Drink, powdered packets",Beverages,Shelf-stable,Varies by item
2413,"Meal Replacement Drink, no-sugar-added",Beverages,Shelf-stable,Varies by item
2414,"Whole Milk, small package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2415,"Whole Milk, standard package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2416,"Whole Milk, family-size",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2417,"Whole Milk, single-serve",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2418,"Whole Milk, reduced-fat",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2419,"2% Milk, small package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2420,"2% Milk, standard package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2421,"2% Milk, family-size",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2422,"2% Milk, single-serve",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2423,"2% Milk, reduced-fat",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2424,"1% Milk, small package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2425,"1% Milk, standard package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2426,"1% Milk, family-size",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2427,"1% Milk, single-serve",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2428,"1% Milk, reduced-fat",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2429,"Skim Milk, small package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2430,"Skim Milk, standard package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2431,"Skim Milk, family-size",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2432,"Skim Milk, single-serve",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2433,"Skim Milk, reduced-fat",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2434,"Lactose-Free Milk, small package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2435,"Lactose-Free Milk, standard package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2436,"Lactose-Free Milk, family-size",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2437,"Lactose-Free Milk, single-serve",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2438,"Lactose-Free Milk, reduced-fat",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2439,"Chocolate Milk, small package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2440,"Chocolate Milk, standard package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2441,"Chocolate Milk, family-size",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2442,"Chocolate Milk, single-serve",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2443,"Chocolate Milk, reduced-fat",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2444,"Shelf-Stable Milk, small package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2445,"Shelf-Stable Milk, standard package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2446,"Shelf-Stable Milk, family-size",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2447,"Shelf-Stable Milk, single-serve",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2448,"Shelf-Stable Milk, reduced-fat",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2449,"Powdered Milk, small package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2450,"Powdered Milk, standard package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2451,"Powdered Milk, family-size",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2452,"Powdered Milk, single-serve",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2453,"Powdered Milk, reduced-fat",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2454,"Evaporated Milk, small package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2455,"Evaporated Milk, standard package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2456,"Evaporated Milk, family-size",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2457,"Evaporated Milk, single-serve",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2458,"Evaporated Milk, reduced-fat",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2459,"Sweetened Condensed Milk, small package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2460,"Sweetened Condensed Milk, standard package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2461,"Sweetened Condensed Milk, family-size",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2462,"Sweetened Condensed Milk, single-serve",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2463,"Sweetened Condensed Milk, reduced-fat",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2464,"Soy Milk, small package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2465,"Soy Milk, standard package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2466,"Soy Milk, family-size",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2467,"Soy Milk, single-serve",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2468,"Soy Milk, reduced-fat",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2469,"Almond Milk, small package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2470,"Almond Milk, standard package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2471,"Almond Milk, family-size",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2472,"Almond Milk, single-serve",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2473,"Almond Milk, reduced-fat",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2474,"Oat Milk, small package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2475,"Oat Milk, standard package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2476,"Oat Milk, family-size",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2477,"Oat Milk, single-serve",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2478,"Oat Milk, reduced-fat",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2479,"Coconut Milk Beverage, small package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2480,"Coconut Milk Beverage, standard package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2481,"Coconut Milk Beverage, family-size",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2482,"Coconut Milk Beverage, single-serve",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2483,"Coconut Milk Beverage, reduced-fat",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2484,"Cheddar Cheese, small package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2485,"Cheddar Cheese, standard package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2486,"Cheddar Cheese, family-size",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2487,"Cheddar Cheese, single-serve",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2488,"Cheddar Cheese, reduced-fat",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2489,"Mozzarella Cheese, small package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2490,"Mozzarella Cheese, standard package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2491,"Mozzarella Cheese, family-size",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2492,"Mozzarella Cheese, single-serve",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2493,"Mozzarella Cheese, reduced-fat",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2494,"American Cheese, small package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
2495,"American Cheese, standard package",Dairy & Alternatives,Refrigerated or shelf-stable,Contains dairy or plant alternative
